Sequential;0;0;34979
Approximate;1;1024;36288
OMP+CUDA;1;1024;36288
OMP+CUDA_L1;1;1024;36288
Approximate;2;1024;36305
OMP+CUDA;2;1024;36305
OMP+CUDA_L1;2;1024;36305
Approximate;4;1024;36323
OMP+CUDA;4;1024;36323
OMP+CUDA_L1;4;1024;36323
Approximate;8;1024;36345
OMP+CUDA;8;1024;36345
OMP+CUDA_L1;8;1024;36345
Approximate;1;1024;36288
OMP+CUDA;1;1024;36288
OMP+CUDA_L1;1;1024;36288
Approximate;2;1024;36305
OMP+CUDA;2;1024;36305
OMP+CUDA_L1;2;1024;36305
Approximate;4;1024;36323
OMP+CUDA;4;1024;36323
OMP+CUDA_L1;4;1024;36323
Approximate;8;1024;36345
OMP+CUDA;8;1024;36345
OMP+CUDA_L1;8;1024;36345
Approximate;1;1024;36288
OMP+CUDA;1;1024;36288
OMP+CUDA_L1;1;1024;36288
Approximate;2;1024;36305
OMP+CUDA;2;1024;36305
OMP+CUDA_L1;2;1024;36305
Approximate;4;1024;36323
OMP+CUDA;4;1024;36323
OMP+CUDA_L1;4;1024;36323
Approximate;8;1024;36345
OMP+CUDA;8;1024;36345
OMP+CUDA_L1;8;1024;36345
Approximate;1;1024;36288
OMP+CUDA;1;1024;36288
OMP+CUDA_L1;1;1024;36288
Approximate;2;1024;36305
OMP+CUDA;2;1024;36305
OMP+CUDA_L1;2;1024;36305
Approximate;4;1024;36323
OMP+CUDA;4;1024;36323
OMP+CUDA_L1;4;1024;36323
Approximate;8;1024;36345
OMP+CUDA;8;1024;36345
OMP+CUDA_L1;8;1024;36345
Approximate;1;1024;36288
OMP+CUDA;1;1024;36288
OMP+CUDA_L1;1;1024;36288
Approximate;2;1024;36305
OMP+CUDA;2;1024;36305
OMP+CUDA_L1;2;1024;36305
Approximate;4;1024;36323
OMP+CUDA;4;1024;36323
OMP+CUDA_L1;4;1024;36323
Approximate;8;1024;36345
OMP+CUDA;8;1024;36345
OMP+CUDA_L1;8;1024;36345
Approximate;1;1024;36288
OMP+CUDA;1;1024;36288
OMP+CUDA_L1;1;1024;36288
Approximate;2;1024;36305
OMP+CUDA;2;1024;36305
OMP+CUDA_L1;2;1024;36305
Approximate;4;1024;36323
OMP+CUDA;4;1024;36323
OMP+CUDA_L1;4;1024;36323
Approximate;8;1024;36345
OMP+CUDA;8;1024;36345
OMP+CUDA_L1;8;1024;36345
Approximate;1;1024;36288
OMP+CUDA;1;1024;36288
OMP+CUDA_L1;1;1024;36288
Approximate;2;1024;36305
OMP+CUDA;2;1024;36305
OMP+CUDA_L1;2;1024;36305
Approximate;4;1024;36323
OMP+CUDA;4;1024;36323
OMP+CUDA_L1;4;1024;36323
Approximate;8;1024;36345
OMP+CUDA;8;1024;36345
OMP+CUDA_L1;8;1024;36345
