Sequential;0;0;17497
Approximate;1;1;17497
OMP+MPI;1;1;17497
Approximate;1;2;17512
OMP+MPI;1;2;17512
Approximate;1;4;17528
OMP+MPI;1;4;17528
Approximate;2;1;17512
OMP+MPI;2;1;17512
Approximate;2;2;17528
OMP+MPI;2;2;17528
Approximate;2;4;17567
OMP+MPI;2;4;17567
Approximate;4;1;17528
OMP+MPI;4;1;17528
Approximate;4;2;17567
OMP+MPI;4;2;17567
Approximate;4;4;17634
OMP+MPI;4;4;17634
Approximate;8;1;17567
OMP+MPI;8;1;17567
Approximate;8;2;17634
OMP+MPI;8;2;17634
Approximate;8;4;17697
OMP+MPI;8;4;17697
Approximate;1;1;17497
OMP+MPI;1;1;17497
Approximate;1;2;17512
OMP+MPI;1;2;17512
Approximate;1;4;17528
OMP+MPI;1;4;17528
Approximate;2;1;17512
OMP+MPI;2;1;17512
Approximate;2;2;17528
OMP+MPI;2;2;17528
Approximate;2;4;17567
OMP+MPI;2;4;17567
Approximate;4;1;17528
OMP+MPI;4;1;17528
Approximate;4;2;17567
OMP+MPI;4;2;17567
Approximate;4;4;17634
OMP+MPI;4;4;17634
Approximate;8;1;17567
OMP+MPI;8;1;17567
Approximate;8;2;17634
OMP+MPI;8;2;17634
Approximate;8;4;17697
OMP+MPI;8;4;17697
Approximate;1;1;17497
OMP+MPI;1;1;17497
Approximate;1;2;17512
OMP+MPI;1;2;17512
Approximate;1;4;17528
OMP+MPI;1;4;17528
Approximate;2;1;17512
OMP+MPI;2;1;17512
Approximate;2;2;17528
OMP+MPI;2;2;17528
Approximate;2;4;17567
OMP+MPI;2;4;17567
Approximate;4;1;17528
OMP+MPI;4;1;17528
Approximate;4;2;17567
OMP+MPI;4;2;17567
Approximate;4;4;17634
OMP+MPI;4;4;17634
Approximate;8;1;17567
OMP+MPI;8;1;17567
Approximate;8;2;17634
OMP+MPI;8;2;17634
Approximate;8;4;17697
OMP+MPI;8;4;17697
Approximate;1;1;17497
OMP+MPI;1;1;17497
Approximate;1;2;17512
OMP+MPI;1;2;17512
Approximate;1;4;17528
OMP+MPI;1;4;17528
Approximate;2;1;17512
OMP+MPI;2;1;17512
Approximate;2;2;17528
OMP+MPI;2;2;17528
Approximate;2;4;17567
OMP+MPI;2;4;17567
Approximate;4;1;17528
OMP+MPI;4;1;17528
Approximate;4;2;17567
OMP+MPI;4;2;17567
Approximate;4;4;17634
OMP+MPI;4;4;17634
Approximate;8;1;17567
OMP+MPI;8;1;17567
Approximate;8;2;17634
OMP+MPI;8;2;17634
Approximate;8;4;17697
OMP+MPI;8;4;17697
Approximate;1;1;17497
OMP+MPI;1;1;17497
Approximate;1;2;17512
OMP+MPI;1;2;17512
Approximate;1;4;17528
OMP+MPI;1;4;17528
Approximate;2;1;17512
OMP+MPI;2;1;17512
Approximate;2;2;17528
OMP+MPI;2;2;17528
Approximate;2;4;17567
OMP+MPI;2;4;17567
Approximate;4;1;17528
OMP+MPI;4;1;17528
Approximate;4;2;17567
OMP+MPI;4;2;17567
Approximate;4;4;17634
OMP+MPI;4;4;17634
Approximate;8;1;17567
OMP+MPI;8;1;17567
Approximate;8;2;17634
OMP+MPI;8;2;17634
Approximate;8;4;17697
OMP+MPI;8;4;17697
Approximate;1;1;17497
OMP+MPI;1;1;17497
Approximate;1;2;17512
OMP+MPI;1;2;17512
Approximate;1;4;17528
OMP+MPI;1;4;17528
Approximate;2;1;17512
OMP+MPI;2;1;17512
Approximate;2;2;17528
OMP+MPI;2;2;17528
Approximate;2;4;17567
OMP+MPI;2;4;17567
Approximate;4;1;17528
OMP+MPI;4;1;17528
Approximate;4;2;17567
OMP+MPI;4;2;17567
Approximate;4;4;17634
OMP+MPI;4;4;17634
Approximate;8;1;17567
OMP+MPI;8;1;17567
Approximate;8;2;17634
OMP+MPI;8;2;17634
Approximate;8;4;17697
OMP+MPI;8;4;17697
Approximate;1;1;17497
OMP+MPI;1;1;17497
Approximate;1;2;17512
OMP+MPI;1;2;17512
Approximate;1;4;17528
OMP+MPI;1;4;17528
Approximate;2;1;17512
OMP+MPI;2;1;17512
Approximate;2;2;17528
OMP+MPI;2;2;17528
Approximate;2;4;17567
OMP+MPI;2;4;17567
Approximate;4;1;17528
OMP+MPI;4;1;17528
Approximate;4;2;17567
OMP+MPI;4;2;17567
Approximate;4;4;17634
OMP+MPI;4;4;17634
Approximate;8;1;17567
OMP+MPI;8;1;17567
Approximate;8;2;17634
OMP+MPI;8;2;17634
Approximate;8;4;17697
OMP+MPI;8;4;17697
